AD family	Representative protein	subjectid	Phage	Host	TaxID	Source	Pfam ID	Phrog ID
APIS030	YP_006479.1	IMGVR_UViG_2534681832_000025|2534681832|2535621548		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2534681832_000025|2534681832|2535621558		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS031	YP_006494.1	IMGVR_UViG_2534681951_000013|2534681951|2536098777		Salmonella enterica	28901	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS020	NP_059594.1	IMGVR_UViG_2534681952_000002|2534681952|2536102514		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS030	YP_006479.1	IMGVR_UViG_2534682158_000010|2534682158|2536771123		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2534682158_000010|2534682158|2536771134		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2534682236_000019|2534682236|2537093308		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS004	ANA48877.1	IMGVR_UViG_2534682263_000009|2534682263|2537192969		Acinetobacter baumannii	470	IMGVR		phrog_29522,phrog_717
APIS040	IMGVR_UViG_2778261704_000001|2778261704|2781089226	IMGVR_UViG_2534682324_000030|2534682324|2537377010		Escherichia coli	562	IMGVR	PF14354.9	phrog_6422,phrog_599
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2534682325_000015|2534682325|2537385693		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS020	NP_059594.1	IMGVR_UViG_2537561642_000010|2537561642|2538080042		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS030	YP_006479.1	IMGVR_UViG_2537561778_000008|2537561778|2538592606		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2537561778_000009|2537561778|2538593062		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS007	BAF33451.1	IMGVR_UViG_2537561807_000004|2537561807|2538708062		Burkholderia multivorans	87883	IMGVR	PF03230.16	phrog_10132
APIS031	YP_006494.1	IMGVR_UViG_2537561935_000012|2537561935|2539212861		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2537561935_000012|2537561935|2539212871		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2537561936_000009|2537561936|2539220630		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2537561979_000003|2537561979|2539371827		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2537561979_000003|2537561979|2539371838		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2537561980_000008|2537561980|2539377697		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2537562092_000001|2537562092|2539773385		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS040	IMGVR_UViG_2778261704_000001|2778261704|2781089226	IMGVR_UViG_2537562191_000049|2537562191|2540114087		Escherichia coli	562	IMGVR	PF14354.9	phrog_6422,phrog_599
APIS031	YP_006494.1	IMGVR_UViG_2537562194_000013|2537562194|2540134967		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2537562194_000013|2537562194|2540134978		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2540341031_000007|2540341031|2540427764		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS005	APD21271.1	IMGVR_UViG_2541047086_000003|2541047086|2541780738		Bacillus velezensis	492670	IMGVR		phrog_20113
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047498_000018|2541047498|2543234824		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS020	NP_059594.1	IMGVR_UViG_2541047592_000015|2541047592|2543543060		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS031	YP_006494.1	IMGVR_UViG_2541047595_000013|2541047595|2543553093		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047684_000005|2541047684|2543962383		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS037	IMGVR_UViG_2541047688_000003|2541047688|2543982737	IMGVR_UViG_2541047688_000003|2541047688|2543982737		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047721_000001|2541047721|2544145901		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047742_000006|2541047742|2544253806		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS007	BAF33451.1	IMGVR_UViG_2541047789_000007|2541047789|2544489726		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047802_000015|2541047802|2544556426		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS019	NP_050611.1	IMGVR_UViG_2541047851_000005|2541047851|2544797323		Escherichia coli	562	IMGVR		phrog_10252
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047851_000005|2541047851|2544797335		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS081	MGV-GENOME-0326027_55	IMGVR_UViG_2541047873_000001|2541047873|2544907812		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS079	MF042361_00008	IMGVR_UViG_2541047878_000002|2541047878|2544928132		Escherichia coli	562	IMGVR	PF11195.11	phrog_2709,phrog_30130,phrog_872,phrog_32732,phrog_9467,phrog_1048
APIS042	ivig_4422_51	IMGVR_UViG_2541047878_000002|2541047878|2544928147		Escherichia coli	562	IMGVR		phrog_7745
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2541047893_000009|2541047893|2545003977		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS009	NP_040622.1	IMGVR_UViG_2541047938_000001|2541047938|2545222551		Escherichia coli	562	IMGVR	PF11058.11	phrog_1055,phrog_17610
APIS030	YP_006479.1	IMGVR_UViG_2545555859_000002|2545555859|2545757379		Serratia	613	IMGVR	PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_23807,phrog_10818,phrog_21829,phrog_10089,phrog_11801,phrog_21007
APIS004	ANA48877.1	IMGVR_UViG_2545824735_000004|2545824735|2546612801		Acinetobacter gerneri	202952	IMGVR		phrog_29522,phrog_717
APIS008	Gad2	IMGVR_UViG_2547132108_000008|2547132108|2547391173		Paenibacillus_G elgii		IMGVR		phrog_18122,phrog_27100,phrog_4400,phrog_25514,phrog_37109,phrog_16176
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2547132277_000010|2547132277|2548114485		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS004	ANA48877.1	IMGVR_UViG_2547132297_000005|2547132297|2548190959		Acinetobacter bereziniae	106648	IMGVR		phrog_29522,phrog_717
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2547132398_000002|2547132398|2548602399		Cronobacter sakazakii	28141	IMGVR	PF03230.16	phrog_10132
APIS030	YP_006479.1	IMGVR_UViG_2548876701_000018|2548876701|2549468406		Escherichia coli	562	IMGVR	PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS024	UPI13470.1	IMGVR_UViG_2548876793_000002|2548876793|2549868948		Paenibacillus kribbensis	172713	IMGVR		phrog_22140,phrog_23843,phrog_2428
APIS030	YP_006479.1	IMGVR_UViG_2548876853_000016|2548876853|2550121398		Escherichia coli	562	IMGVR	PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2548876858_000014|2548876858|2550148890		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS031	YP_006494.1	IMGVR_UViG_2548876943_000005|2548876943|2550435766		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS031	YP_006494.1	IMGVR_UViG_2548876945_000003|2548876945|2550444859		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2548876945_000003|2548876945|2550444870		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2548876947_000004|2548876947|2550457169		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2548876949_000015|2548876949|2550467185		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2548876950_000007|2548876950|2550474612		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2548876950_000007|2548876950|2550474622		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2548876959_000013|2548876959|2550520684		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2548876959_000013|2548876959|2550520694		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2548876964_000015|2548876964|2550546979		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS006	AXC42625.1	IMGVR_UViG_2551306195_000003|2551306195|2552268881		Salmonella enterica	28901	IMGVR	PF08281.15	phrog_31591
APIS048	ON170191_00003	IMGVR_UViG_2551306316_000004|2551306316|2552611769		Acinetobacter baumannii	470	IMGVR		phrog_29522,phrog_717
APIS048	ON170191_00003	IMGVR_UViG_2551306338_000004|2551306338|2552696006		Acinetobacter pittii	48296	IMGVR		phrog_29522,phrog_717
APIS004	ANA48877.1	IMGVR_UViG_2551306339_000008|2551306339|2552699961		Acinetobacter fasciculus		IMGVR		phrog_29522,phrog_717
APIS020	NP_059594.1	IMGVR_UViG_2551306401_000003|2551306401|2552940337		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS033	YP_009168126.1	IMGVR_UViG_2551306491_000008|2551306491|2553288095		Escherichia coli	562	IMGVR	PF14354.9	phrog_6422,phrog_599
APIS004	ANA48877.1	IMGVR_UViG_2554235043_000003|2554235043|2554442911		Cupriavidus basilensis_B		IMGVR		phrog_29522,phrog_717
APIS020	NP_059594.1	IMGVR_UViG_2554235233_000004|2554235233|2555255608		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS008	Gad2	IMGVR_UViG_2554235236_000002|2554235236|2555268698		Bacillus paralicheniformis	1648923	IMGVR		phrog_18122,phrog_27100,phrog_4400,phrog_25514,phrog_37109,phrog_16176
APIS020	NP_059594.1	IMGVR_UViG_2554235428_000004|2554235428|2555951937		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS079	MF042361_00008	IMGVR_UViG_2556921007_000002|2556921007|2556950327		Microvirgula aerodenitrificans	57480	IMGVR	PF11195.11	phrog_2709,phrog_30130,phrog_872,phrog_32732,phrog_9467,phrog_1048
APIS024	UPI13470.1	IMGVR_UViG_2558309100_000001|2558309100|2558672539		Clostridioides_A mangenotii		IMGVR		phrog_23843,phrog_2428
APIS024	UPI13470.1	IMGVR_UViG_2558309100_000002|2558309100|2558673145		Clostridioides_A mangenotii		IMGVR		phrog_23843,phrog_2428
APIS007	BAF33451.1	IMGVR_UViG_2558860275_000002|2558860275|2559406535		Enterobacter ludwigii	299767	IMGVR	PF03230.16	phrog_10132
APIS020	NP_059594.1	IMGVR_UViG_2558860365_000002|2558860365|2559643376		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS020	NP_059594.1	IMGVR_UViG_2558860438_000004|2558860438|2559848087		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS020	NP_059594.1	IMGVR_UViG_2558860440_000007|2558860440|2559859069		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS020	NP_059594.1	IMGVR_UViG_2558860441_000018|2558860441|2559865402		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS006	AXC42625.1	IMGVR_UViG_2558860441_000018|2558860441|2559865403		Salmonella enterica	28901	IMGVR	PF08281.15	phrog_31591
APIS006	AXC42625.1	IMGVR_UViG_2558860448_000006|2558860448|2559894976		Salmonella enterica	28901	IMGVR	PF08281.15	
APIS020	NP_059594.1	IMGVR_UViG_2558860448_000006|2558860448|2559894977		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS020	NP_059594.1	IMGVR_UViG_2558860453_000005|2558860453|2559918391		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS020	NP_059594.1	IMGVR_UViG_2558860463_000002|2558860463|2559964348		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS033	YP_009168126.1	IMGVR_UViG_2558860471_000005|2558860471|2560001167		Salmonella enterica	28901	IMGVR	PF14354.9	phrog_19812,phrog_599
APIS003	AAB36891.1	IMGVR_UViG_2562617072_000005|2562617072|2562899800		Yersinia pestis	632	IMGVR	PF07275.14	phrog_14321,phrog_2059
APIS029	YP_002300464.1	IMGVR_UViG_2562617073_000002|2562617073|2562903260		Haemophilus influenzae	727	IMGVR	PF11195.11	phrog_30130,phrog_872,phrog_1048
APIS020	NP_059594.1	IMGVR_UViG_2562617076_000006|2562617076|2562916525		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2562617085_000012|2562617085|2562934603		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS040	IMGVR_UViG_2778261704_000001|2778261704|2781089226	IMGVR_UViG_2562617085_000012|2562617085|2562934667		Escherichia coli	562	IMGVR	PF14354.9	phrog_6422,phrog_599
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2563366805_000004|2563366805|2564130911		Escherichia coli	562	IMGVR	PF03230.16	phrog_10132
APIS030	YP_006479.1	IMGVR_UViG_2563366844_000001|2563366844|2564300691		Escherichia ruysiae	2608867	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2563366895_000001|2563366895|2564543597		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2563366895_000001|2563366895|2564543607		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2563366960_000002|2563366960|2564865826		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2563366960_000002|2563366960|2564865927		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS009	NP_040622.1	IMGVR_UViG_2563366999_000007|2563366999|2565053676		Escherichia coli	562	IMGVR	PF11058.11	phrog_1055,phrog_17610
APIS020	NP_059594.1	IMGVR_UViG_2563367061_000009|2563367061|2565312821		Salmonella enterica	28901	IMGVR	PF11043.11	phrog_656
APIS039	IMGVR_UViG_2751185776_000007|2751185776|2753238834	IMGVR_UViG_2565956581_000001|2565956581|2566253699		Yersinia similis	367190	IMGVR	PF03230.16	phrog_10132
APIS030	YP_006479.1	IMGVR_UViG_2565956613_000007|2565956613|2566390549		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956614_000003|2565956614|2566395289		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2565956614_000003|2565956614|2566395300		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2565956616_000004|2565956616|2566405601		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2565956617_000003|2565956617|2566411612		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956617_000004|2565956617|2566411597		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2565956626_000007|2565956626|2566459764		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956626_000007|2565956626|2566459775		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS042	ivig_4422_51	IMGVR_UViG_2565956631_000014|2565956631|2566488728		Escherichia coli	562	IMGVR		phrog_7745
APIS004	ANA48877.1	IMGVR_UViG_2565956643_000001|2565956643|2566544484		Acinetobacter parvus	134533	IMGVR		phrog_29522,phrog_717
APIS048	ON170191_00003	IMGVR_UViG_2565956644_000001|2565956644|2566546997		Acinetobacter fasciculus		IMGVR		phrog_29522,phrog_717
APIS004	ANA48877.1	IMGVR_UViG_2565956658_000004|2565956658|2566596652		Acinetobacter modestus	1776740	IMGVR		phrog_29522,phrog_717
APIS004	ANA48877.1	IMGVR_UViG_2565956673_000004|2565956673|2566650958		Acinetobacter vivianii	1776742	IMGVR		phrog_29522
APIS004	ANA48877.1	IMGVR_UViG_2565956675_000002|2565956675|2566656217		Acinetobacter parvus	134533	IMGVR		phrog_29522,phrog_717
APIS030	YP_006479.1	IMGVR_UViG_2565956708_000007|2565956708|2566783230		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2565956709_000001|2565956709|2566788164		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS030	YP_006479.1	IMGVR_UViG_2565956713_000001|2565956713|2566808131		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956713_000001|2565956713|2566808142		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2565956717_000003|2565956717|2566827760		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956718_000002|2565956718|2566832665		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2565956718_000002|2565956718|2566832675		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
APIS031	YP_006494.1	IMGVR_UViG_2565956719_000002|2565956719|2566837935		Escherichia coli	562	IMGVR	PF18788.4,PF18789.4	phrog_21969,phrog_1926,phrog_1639,phrog_26978,phrog_8883
APIS030	YP_006479.1	IMGVR_UViG_2565956719_000002|2565956719|2566837946		Escherichia coli	562	IMGVR	PF02384.19,PF00176.26,PF00176.26,PF00271.34	phrog_1685,phrog_37568,phrog_9133,phrog_29705,phrog_10818,phrog_21829,phrog_10089,phrog_62,phrog_11801,phrog_21007
